basin_id,objective,loss,mse_u,mse_v,mse_combined,mse_du,mse_dv,mse_d_combined,converged,n_iter,seed_interior,at_boundary,K,s,c_exponent,c_max,firing_threshold,idio_std
4,mse_v,0.00016145417910968076,0.0003694030372953545,0.00016145417910968076,6.273447673671697e-05,4.354342255939672e-05,8.162813367628738e-06,1.2444276152283667e-05,False,500,False,True,9.999997215726879,0.01721741185796212,0.25,1.0962115338414784,0.4999970689581983,0.015755310006778094
0,mse_v,0.00016145807319891753,0.00036909360320726086,0.00016145807319891753,6.265786635010965e-05,4.356097133822288e-05,8.166379351215194e-06,1.2450633254798816e-05,False,500,False,True,9.998399658478014,0.017199598950536285,0.2506133236783752,1.0854649639648217,0.45517328442122884,0.015794120778745743
2,mse_v,0.00016189171262856526,0.0003619003648083882,0.00016189171262856526,6.047821023137079e-05,4.2871649896097634e-05,7.965754367302778e-06,1.2066000551956683e-05,False,500,True,True,5.956066431080263,0.01,0.2500071909000636,0.9712730800397407,0.499908000565209,0.014519514957882437
3,mse_v,0.0001630423649453719,0.0003974426209146975,0.0001630423649453719,6.766880733436352e-05,4.220736158393113e-05,7.425714659026727e-06,1.1482821306854692e-05,False,500,False,True,5.46327230967008,0.01005835921604041,0.6385492710092254,0.5548263371511923,0.08900113366255819,0.003603615543312586
1,mse_v,0.00016361635276877467,0.00042072947022766974,0.00016361635276877467,7.280081607576165e-05,4.2982149140485826e-05,7.766780542308911e-06,1.1968875042848291e-05,False,500,True,True,9.990789736465484,0.018729579465391166,3.0437813180925257,0.3652658712681528,0.000386886261221732,0.001
