basin_id,objective,loss,slope_u,slope_v,slope_combined,converged,n_iter,seed_interior,at_boundary,K,s,c_exponent,zero_fraction,firing_threshold,idio_std
0,slope_combined,0.6714021667683362,1.966289610434598,1.913043006177211,0.6714021667683362,True,198,False,True,1.0,0.020000008800713634,0.8728177831244464,0.3640036696831448,0.5,0.001
4,slope_combined,0.6732933982271618,2.0017647009794395,1.910442690463635,0.6732933982271618,False,500,False,True,1.0000220417378083,0.020009423282583476,0.9999353435242497,0.09200958422193922,0.3949766215722921,0.001
2,slope_combined,0.730939005478632,2.124420412991518,1.9123977640659875,0.730939005478632,True,211,False,True,5.891756548910815,0.065,1.0,0.020552227678484664,0.0,0.06
3,slope_combined,0.7314928370710143,2.122250832861122,1.9125546926547405,0.7314928370710143,True,202,False,True,5.890029461223172,0.06499999999856211,0.9999999998959974,0.05237348242489413,0.0,0.06
1,slope_combined,0.7319742092085446,2.1206907228246425,1.9134543528904726,0.7319742092085446,False,500,False,True,5.9967768282789145,0.065,1.0,0.08920345533811941,0.4999822873513673,0.059999941116192834
5,slope_combined,0.7342357242588728,2.106967843381518,1.9153249175419238,0.7342357242588728,True,494,True,True,6.0,0.065,1.0,0.40929997902545634,0.49999999996710576,0.06
