mean_u,std_u,mean_v,std_v,corr_uv,autocorr_du,autocorr_dv,skew_du,skew_dv,q90_u,q10_v
0.0597292576419214,0.017982185990196586,0.031340611353711786,0.007418091985761302,-0.773620784518101,0.21911009949444302,-0.45878920048145067,0.4354583475261927,0.08896482013584908,0.09020000000000002,0.023
