basin_id,smm_loss,smm_loss_eval,converged,n_iter,seed_interior,at_boundary,K,s,c_exponent,zero_fraction,firing_threshold,idio_std
0,42.5978767518226,41.99531339578237,True,89,False,True,6.0,0.02,1.0,0.0,0.0,0.06
1,42.5978767518226,41.99531339578237,True,93,False,True,6.0,0.02,1.0,0.0,0.0,0.06
5,42.59809217370553,41.995527925699456,False,500,True,True,5.999998458957709,0.020000059171736057,0.9999935068701649,0.0,2.1612190465975845e-05,0.059999956059227866
3,42.61404665255918,42.05416681183013,True,415,False,True,6.0,0.02,1.0,0.020198705246729107,0.0,0.06
4,42.61404665255918,42.05416681183013,True,71,False,True,6.0,0.02,1.0,0.020531409789975093,0.0,0.06
2,44.8016695460056,44.238767563922245,True,135,False,True,6.0,0.02,0.25,0.13528310954092915,0.0,0.06
